SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	METHOD	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	CU
17AS1		GEOROC	GUST, D. A.; ARCULUS, R. J.; KERSTING, A. B., 1997		35	138	0.01				ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		57.5
17AS1		GEOROC	GUST, D. A.; ARCULUS, R. J.; KERSTING, A. B., 1997		35	138	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		72
S-03		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		24.8	121.17	0.01	9	11	13	XRF	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		37
B-11		GEOROC	CHANG, M.-D.; CHEN, JU-CHIN, 1979		24.85	121.92	0.01				AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		66.8
TN-4		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		25.08	121.57	0.01	20	21.5	23	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		43
IK-7		GEOROC	TAKAGI, T.; KAGAMI, H.; IIZUMI, S., 1989		35	132	0.01	8.34e-05	8.34e-05	8.34e-05	XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		1
MIN31		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		0.85	124.7	0.01	12	13	14	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		24
AW519		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		13
T95017		GEOROC	LAI, YU-MING; SONG, SHENG-RONG; IIZUKA, Y., 2008		22.97	121.3	0.01	2.6	12.8	23	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		34
4110306		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		34	131	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		19
OT-10		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		130
4110202		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		34	131	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		21
V36-D9-3		GEOROC	TU, KANN; FLOWER, M. F. J.; CARLSON, R. W.; XIE, GUANGHONG; CHEN, CHU-YUNG; ZHANG, MING, 1992	VEMA36-02-1979	15.18	117.77	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		93
A-2A		GEOROC	CHEN, JU-CHIN, 1988		23.58	119.5	0.01	2.6	12.8	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		65
V36-D8-4		GEOROC	TU, KANN; FLOWER, M. F. J.; CARLSON, R. W.; XIE, GUANGHONG; CHEN, CHU-YUNG; ZHANG, MING, 1992	VEMA36-02-1979	15.18	117.77	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		85
801-1		GEOROC	ARAKAWA, Y.; KUROSAWA, M.; TAKAHASHI, KAORI; KOBAYASHI, Y.; TSUKUI, M.; AMAKAWA, H., 1998		31.75	130.75	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		16
INU-02		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	71.1	71.1	71.1	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
PIN2		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.1111	120.308	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		16
4110401		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		34.5	131.3	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		11
PGU-07		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25	120	0.01	2.6	3.95	5.3	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		30.6
KIR-14		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	99	99	99	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		152
SR-15		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.25	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
AW531		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		0
KM-DA		GEOROC	CHEN, JU-CHIN; KATO, Y., 1989		26.3	126.7	0.01	2.6	3.95	5.3	NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		64
K2(90032104)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		20.4
PGU05		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25.5	122	0.01	0	32.75	65.5	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		36.4
PA-3		GEOROC	TAKAGI, T.; KAGAMI, H.; IIZUMI, S., 1989		35	132	0.01				XRF	SEDIMENTARY	UNKNOWN	UNKNOWN	SANDSTONE		97
75031608		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		8
B-10		GEOROC	CHANG, M.-D.; CHEN, JU-CHIN, 1979		24.85	121.92	0.01				AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		76.4
B01		GEOROC	TOGASHI, S.; TERASHIMA, S., 1997		35.38	138.7	0.01	0.011	0.0555	0.1	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		95
2092-AMBD1		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		33.0783	131.044	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		0.3
67T-173		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		34.8	136	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		3
HOM2A:2B		GEOROC	BORISOVA, A. YU.; PICHAVANT, M.; POLVE, M.; WIEDENBECK, M.; FREYDIER, R.; CANDAUDAP, F., 2006		15.13	120.35	0.01	-1.8e-05	-1.8e-05	-1.8e-05	SIMS	IGNEOUS	VOLCANIC	FELSIC	DACITE		118
ZO-309		GEOROC	YUMUL, G. P. JR., 1996		15.6	120.1	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		20
3		GEOROC	NAKADA, S., 1986		32.92	131.03	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		150
67T-175		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		35.4	137.2	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		1
080419		GEOROC	OHTA, T.; AOKI, K.-I., 1991		33.1	131.4	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		14
602-0-2		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		36
L3307-4		GEOROC	KUSHENDRATNO, ; PALLISTER, J. S.; KRISTIANTO, ; BINA, F. R.; MCCAUSLAND, W.; CARN, S. A.; HAERANI, N.; GRISWOLD, J.; KEELER, R., 2012		1.358	124.792	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		26
RN-80PC-3, 50-55 CM		GEOROC	KIMURA, M.; KANEOKA, I.; KATO, Y.; YAMAMOTO, S.; KUSHIRO, I.; TOKUYAMA, H.; KINOSHITA, H.; ISEZAKI, N.; MASAKI, H.; OSHIDA, A.; UYEDA, S.; HILDE, T. W. C., 1986	DELP-84	29.06	127.5	0.01				NOT GIVEN	SEDIMENTARY	UNKNOWN	UNKNOWN	MUD		8.3
NA7-4		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.5	134	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		32
92-9		GEOROC	TOGASHI, S.; TERASHIMA, S., 1997		35.361	138.728	0.01	0.01	1.305	2.6	XRF	IGNEOUS	PLUTONIC	MAFIC	TROCTOLITE		30
PIN14		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.13	120.37	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		73
83101B		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		35.3	135	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		44
060406		GEOROC	OHTA, T.; AOKI, K.-I., 1991		33.3	131.5	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		10
84-4-14-13		GEOROC	GUST, D. A.; ARCULUS, R. J.; KERSTING, A. B., 1997		35.22	139.02	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		38
2016-3BSC4		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		32.9673	131.4	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		3.1
OM04		GEOROC	ARAKAWA, Y.; SHINMURA, T., 1995		36.4	136.5	0.01				XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		37
2059-ATOB5		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		32.9416	131.316	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		4.1
403-3		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		103
07.03.07.07		GEOROC	KIYOSUGI, K.; HORIKAWA, Y.; NAGAO, T.; ITAYA, T.; CONNOR, C. B.; TANAKA, K., 2014		34.5246	131.617	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		3
S-1		GEOROC	TOGASHI, S.; TERASHIMA, S., 1997		35.38	138.7	0.01	0.011	0.0555	0.1	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		60
103.80-H		GEOROC	BROWNE, B. L.; EICHELBERGER, J. C.; PATINO, L. C.; VOGEL, T. A.; DEHN, J.; UTO, K.; HOSHIZUMI, H., 2006		32.75	130.3	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		27
KUM-2		GEOROC	KANEKO, T., 1995		35.5	136.5	0.01	0.01	1.305	2.6	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		8
KU-37		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	71.1	71.1	71.1	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		2
79052608		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		14
990727-1B		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2004		35.1	134.7	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	AMPHIBOLITE		38
600-5		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		30
YT29		GEOROC	ARAKAWA, Y.; SHINMURA, T., 1995		35.8	136	0.01	778	778	778	XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		10
A7		GEOROC	STEIN, G.; CHARVET, J.; LAPIERRE, H.; FABBRI, O., 1994		33.22	132.53	0.01				ICPMS	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
FU18		GEOROC	JONES, G.; SANO, HIROKI; VALSAMI-JONES, E., 1993		35	136	0.01	251	275	299	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		96
31-4		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		19.8
P-22892-1A2H		GEOROC	PALLISTER, J. S.; HOBLITT, R. P.; MEEKER, G. P.; KNIGHT, R. J.; SIEMS, D. F., 1996		15.168	120.322	0.01	-1.8e-05	-1.8e-05	-1.8e-05	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		46
H-5		GEOROC	KAWABE, I., 1974		34.3	135.9	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		92
C725		GEOROC	JUANG, WEN-SHING, 1996		24.83	121.33	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		29
95072109		GEOROC	FUJII, H.; TAINOSHO, Y.; KAGAMI, H.; KAKIUCHI, T., 2000		34.5	135.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		9
NSM 100889		GEOROC	TIBA, T.; SAITO, Y., 1974		24.4	124	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		29
JF-9B		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		94
801-8		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		21
DZ35		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.0697	133.086	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	TRACHYTE		6
NSM 100875		GEOROC	TIBA, T.; SAITO, Y., 1974		24.4	124	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		12
C730		GEOROC	JUANG, WEN-SHING, 1996		24.83	121.33	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		44
75031814		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		4
S04-12-8		GEOROC	YAN, QUANSHU; SHI, XUEFA; WANG, KUNSHAN; BU, WENRUI; XIAO, LONG, 2008		15.5717	116.158	0.01	3.8	5.855	7.91	ICPAES	IGNEOUS	VOLCANIC	INTERMEDIATE	TEPHRITE		42.4
AW597		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
F34		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		5.9
06110401K		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K.; ISHIDA, Y.; MACHI, S., 2007		35.3	135.8	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		84
1206		GEOROC	XU, HAIJIN, 1988		36.3	133.3	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		28.3
INU-05		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		34.5	136	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	NOT-GIVEN		61
LOBE 1		GEOROC	NAKADA, S.; MOTOMURA, Y., 1999		32.75	130.3	0.01	-1.8e-05	-1.8e-05	-1.8e-05	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		9
K823		GEOROC	JUANG, WEN-SHING, 1996		24.8	121.17	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		54
OT-13(1)		GEOROC	CHEN, JU-CHIN; KATO, Y., 1989		25	124	0.01	-0.002	0.0049	0.0118	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	DACITE		6
F-69		GEOROC	KAWABE, I., 1974		35.5	136	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		150
KO36		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.2	130.3	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		25
7864-1		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	DACITE		3
OTO-1		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		37
4110206		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		34	131	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		25
12105		GEOROC	TAKAGI, T., 1992		34.7	133.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		66
2042202		GEOROC	KIYOSUGI, K.; HORIKAWA, Y.; NAGAO, T.; ITAYA, T.; CONNOR, C. B.; TANAKA, K., 2014		34.5246	131.617	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		30
KIR-04		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	99	99	99	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
SR-24		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.25	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
040522-2		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K., 2008		34.7	135.6	0.01	251	275	299	INAA	IGNEOUS	VOLCANIC	MAFIC	BASALT		51
UM-2		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		33
NSM 100696		GEOROC	TIBA, T.; SAITO, Y., 1974		24.4	124	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	MAFIC	BASALT		65
B-2		GEOROC	CHANG, M.-D.; CHEN, JU-CHIN, 1979		24.85	121.92	0.01				AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		90
I-133 (19)		GEOROC	KAWABE, I., 1974		33	132.5	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		57
306		GEOROC	SUDA, Y., 2004		35.2	134.6	0.01	0.01	1.305	2.6	XRF	METAMORPHIC	UNKNOWN	UNKNOWN	METAGABBRO		86.3
T1-01		GEOROC	ARAKAWA, Y.; KUROSAWA, M.; TAKAHASHI, KAORI; KOBAYASHI, Y.; TSUKUI, M.; AMAKAWA, H., 1998		31.75	130.75	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		14
2109-ATBRPM2		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		32.9059	131.349	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		4.2
020522-6		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K., 2008		35.5	136.8	0.01	251	275	299	INAA	IGNEOUS	VOLCANIC	MAFIC	DOLERITE		81
DZ25		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.0727	133.026	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	TRACHYTE		7
11YS37		GEOROC	HONG, WENTAO; XU, XISHENG; ZOU, HAIBO, 2013		25	118.9	0.01	65.5	82.55	99.6	ICPMS	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		1.25
DZ14		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.1127	133.122	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		55
116-1		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		43.8
M-30		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		24.8	121.17	0.01	9	11	13	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		40
4103002		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		35	133.2	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		20
2-2B		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		29.9
02.05.22.03		GEOROC	KIYOSUGI, K.; HORIKAWA, Y.; NAGAO, T.; ITAYA, T.; CONNOR, C. B.; TANAKA, K., 2014		34.5246	131.617	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		25
F32		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		2.3
T95004		GEOROC	LAI, YU-MING; SONG, SHENG-RONG; IIZUKA, Y., 2008		22.97	121.3	0.01	2.6	12.8	23	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		37
93051808		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		29
1-4		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		82.1
65T-70		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		35.2	137	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		2
6		GEOROC	ISHIWATARI, A.; OHAMA, H., 1997		36	136	0.01	5.3	14.15	23	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		27
MIN16		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		1.3167	124.9	0.01	3	3	3	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		73
SR-43		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.12	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
N201		GEOROC	JUANG, WEN-SHING, 1996		24.82	121.1	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		36
532204		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		35	134.1	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		7
TLS-8		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25	120	0.01	2.6	3.95	5.3	ICPMS	IGNEOUS	VOLCANIC	MAFIC	BASALT		38.9
93083006M		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		1
JF-3E		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		74
89021507		GEOROC	NAGAO, TAKASHI; HASE, Y.; NAGAMINE, S.; KAKABUCHI, S.; SAKAGUCHI, K., 1999		31	130	0.01	2.6	12.8	23	NOT GIVEN	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		31
TAN-19		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		35.8	137.9	0.01	85.2	85.2	85.2	XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		5
S-01		GEOROC	ARAKAWA, Y.; KUROSAWA, M.; TAKAHASHI, KAORI; KOBAYASHI, Y.; TSUKUI, M.; AMAKAWA, H., 1998		31.75	130.75	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		14
PT31		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.13	120.37	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		56
